재무제표종류	종목코드	회사명	시장구분	업종	업종명	결산월	결산기준일	보고서종류	통화	항목코드	항목명	당기 반기 3개월 	당기 반기 누적 	전기 반기 3개월 	전기 반기 누적 	전기	전전기
손익계산서, 기능별 분류 - 연결	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2024-06-30	반기보고서	KRW	ifrs-full_SellingGeneralAndAdministrativeExpense	      판매비와관리비	2,530,228,249,000	4,956,376,498,000	2,329,670,297,000	4,629,918,524,000		
손익계산서, 기능별 분류 - 연결	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2024-06-30	반기보고서	KRW	ifrs-full_ShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod	      공동기업 및 관계기업투자주식에  대한 지분법손익	51,320,916,000	49,653,062,000	-1,478,019,000	-6,984,530,000		
손익계산서, 기능별 분류 - 연결	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2024-06-30	반기보고서	KRW	dart_OperatingIncomeLoss	      영업이익(손실)	125,360,555,896	234,725,888,462	112,393,191,910	211,429,011,089		
손익계산서, 기능별 분류 - 연결	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2024-06-30	반기보고서	KRW	dart_OtherGains	      기타이익	8,153,558,139	11,748,665,634	3,853,409,988	5,456,806,566		
손익계산서, 기능별 분류 - 연결	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2024-06-30	반기보고서	KRW	dart_OtherLosses	      기타손실	13,402,394,636	19,148,161,532	15,086,125,566	27,068,450,708		
손익계산서, 기능별 분류 - 연결	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2024-06-30	반기보고서	KRW	ifrs-full_CostOfSales	      매출원가	2,703,180,486,604	5,297,042,841,217	2,635,019,771,332	5,132,965,124,425		
손익계산서, 기능별 분류 - 연결	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2024-06-30	반기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         지배기업 소유주 기본주당이익	2,328	4,878	2,472	4,482		
손익계산서, 기능별 분류 - 연결	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2024-06-30	반기보고서	KRW	ifrs-full_FinanceCosts	      금융원가	51,793,514,514	100,934,882,261	55,743,562,082	114,089,221,621		
손익계산서, 기능별 분류 - 연결	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2024-06-30	반기보고서	KRW	ifrs-full_FinanceIncome	      금융수익	14,112,740,666	29,679,453,942	20,987,995,641	53,412,027,513		
손익계산서, 기능별 분류 - 연결	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2024-06-30	반기보고서	KRW	ifrs-full_GrossProfit	      매출총이익	356,001,594,450	683,565,133,316	327,412,601,248	637,286,950,978		
손익계산서, 기능별 분류 - 연결	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2024-06-30	반기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용	23,596,132,033	43,428,080,866	17,101,292,639	34,545,656,125		
손익계산서, 기능별 분류 - 연결	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2024-06-30	반기보고서	KRW	ifrs-full_ProfitLoss	      반기순이익	61,306,671,861	116,741,259,790	60,114,447,594	108,535,178,241		
손익계산서, 기능별 분류 - 연결	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2024-06-30	반기보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	         비지배지분	8,922,843,669	15,092,899,138	6,239,562,839	10,037,498,796		
손익계산서, 기능별 분류 - 연결	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2024-06-30	반기보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	         지배기업 소유주 귀속 당기순이익	52,383,828,192	101,648,360,652	53,874,884,755	98,497,679,445		
손익계산서, 기능별 분류 - 연결	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2024-06-30	반기보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세비용차감전순이익	84,902,803,894	160,169,340,656	77,215,740,233	143,080,834,366		
손익계산서, 기능별 분류 - 연결	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2024-06-30	반기보고서	KRW	ifrs-full_Revenue	      매출액	3,059,182,081,054	5,980,607,974,533	2,962,432,372,580	5,770,252,075,403		
손익계산서, 기능별 분류 - 연결	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2024-06-30	반기보고서	KRW	ifrs-full_SellingGeneralAndAdministrativeExpense	      판매비와관리비	230,641,038,554	448,839,244,854	215,019,409,338	425,857,939,889		
손익계산서, 기능별 분류 - 연결	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2024-06-30	반기보고서	KRW	ifrs-full_ShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod	      지분법이익(손실)	2,471,858,343	4,098,376,411	10,810,830,342	13,940,661,527		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2024-06-30	반기보고서	KRW	dart_LossesOfAssociatesAndJointVenturesAccountedForUsingEquityMethod	      지분법손실	0	0	2,844,436,882	4,627,169,018		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2024-06-30	반기보고서	KRW	dart_OperatingIncomeLoss	      영업이익(손실)	67,451,961,546	108,493,882,442	89,997,924,128	169,194,958,034		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2024-06-30	반기보고서	KRW	dart_OtherGains	      기타영업외수익	9,769,177,899	23,144,713,558	9,168,444,598	22,504,403,861		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2024-06-30	반기보고서	KRW	dart_OtherLosses	      기타영업외비용	4,656,785,293	9,209,589,965	3,601,173,418	11,440,316,919		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2024-06-30	반기보고서	KRW	dart_ProfitsOfAssociatesAndJointVenturesAccountedForUsingEquityMethod	      지분법이익	-2,451,568	11,631,771	27,101,770	27,107,342		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2024-06-30	반기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	      판매비와관리비	47,537,380,905	91,934,824,065	41,269,625,554	82,410,639,026		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2024-06-30	반기보고서	KRW	ifrs-full_CostOfSales	      매출원가	183,398,393,638	359,457,198,347	188,975,810,975	344,215,917,125		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2024-06-30	반기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         기본주당이익(손실)	1,537	2,588	1,917	3,577		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2024-06-30	반기보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	         희석주당이익(손실)	1,537	2,588	1,917	3,577		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2024-06-30	반기보고서	KRW	ifrs-full_FinanceCosts	      금융비용	2,459,001,670	4,215,952,640	2,879,086,921	5,690,405,679		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2024-06-30	반기보고서	KRW	ifrs-full_FinanceIncome	      금융수익	13,886,901,332	25,899,617,565	12,701,801,921	25,760,564,625		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2024-06-30	반기보고서	KRW	ifrs-full_GrossProfit	      매출총이익	114,989,342,451	200,428,706,507	131,267,549,682	251,605,597,060		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2024-06-30	반기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용(수익)	19,890,409,732	36,112,011,473	21,465,585,005	42,337,200,591		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2024-06-30	반기보고서	KRW	ifrs-full_ProfitLoss	      당기순이익(손실)	64,099,392,514	108,012,291,258	81,104,990,191	153,391,941,655		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2024-06-30	반기보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	         비지배지분에 귀속되는 당기순이익(손실)	0	0	0	0		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2024-06-30	반기보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	         지배기업의 소유주에게 귀속되는 당기순이익(손실)	64,099,392,514	108,012,291,258	81,104,990,191	153,391,941,655		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2024-06-30	반기보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세비용차감전순이익(손실)	83,989,802,246	144,124,302,731	102,570,575,196	195,729,142,246		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2024-06-30	반기보고서	KRW	ifrs-full_Revenue	      수익(매출액)	298,387,736,089	559,885,904,854	320,243,360,657	595,821,514,185		
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-06-30	반기보고서	KRW	dart_OperatingIncomeLoss	      영업이익		315,149,570,241				
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-06-30	반기보고서	KRW	dart_OtherGains	      기타수익		49,972,326,794				
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-06-30	반기보고서	KRW	dart_OtherLosses	      기타비용		52,594,643,908				
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-06-30	반기보고서	KRW	ifrs-full_CostOfSales	      매출원가		2,151,886,682,341				
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-06-30	반기보고서	KRW	dart_BasicEarningsLossPerSharePreferredStock	         우선주 기본 및 희석주당이익(손실)		1,023				
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-06-30	반기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         보통주 기본 및 희석주당이익(손실)		998				
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-06-30	반기보고서	KRW	ifrs-full_FinanceCosts	      금융비용		289,798,009,849				
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-06-30	반기보고서	KRW	ifrs-full_FinanceIncome	      금융수익		70,573,649,841				
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-06-30	반기보고서	KRW	ifrs-full_GrossProfit	      매출총이익		744,303,356,532				
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-06-30	반기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용(수익)		23,870,413,875				
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-06-30	반기보고서	KRW	ifrs-full_ProfitLoss	      반기순이익(손실)		41,361,527,900				
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-06-30	반기보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	         비지배지분		18,746,369,311				
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-06-30	반기보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	         지배기업소유주지분		22,615,158,589				
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-06-30	반기보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세비용차감전순이익(손실)		65,231,941,775				
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-06-30	반기보고서	KRW	ifrs-full_Revenue	      매출액		2,896,190,038,873				
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-06-30	반기보고서	KRW	ifrs-full_SellingGeneralAndAdministrativeExpense	      판매비및관리비		429,153,786,291				
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-06-30	반기보고서	KRW	ifrs-full_ShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod	      지분법투자손익		-28,070,951,344				
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2024-06-30	반기보고서	KRW	dart_OperatingIncomeLoss	      영업이익(손실)	32,569,939,240	93,461,497,487	71,875,487,628	162,032,367,544		
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2024-06-30	반기보고서	KRW	dart_OtherGains	      기타이익	35,309,667,509	65,417,327,613	6,622,515,691	60,862,072,606		
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2024-06-30	반기보고서	KRW	dart_OtherLosses	      기타손실	38,193,662,605	102,097,637,345	39,590,959,752	92,894,037,598		
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2024-06-30	반기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	      판매비와관리비	134,889,797,867	254,955,673,128	119,500,416,361	222,264,608,388		
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2024-06-30	반기보고서	KRW	ifrs-full_CostOfSales	      매출원가	1,902,761,583,033	3,612,341,754,838	1,779,202,838,250	3,436,350,662,820		
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2024-06-30	반기보고서	KRW	dart_BasicEarningsLossPerSharePreferredStock	         우선주기본주당순이익(손실)	569	957	499	1,745		
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2024-06-30	반기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         기본주당이익(손실)	991	1,652	735	2,966		
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2024-06-30	반기보고서	KRW	ifrs-full_FinanceCosts	      금융원가	17,686,918,838	32,223,256,437	18,900,044,953	30,754,622,670		
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2024-06-30	반기보고서	KRW	ifrs-full_FinanceIncome	      금융수익	47,023,264,386	97,954,077,722	39,832,713,096	89,005,971,638		
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2024-06-30	반기보고서	KRW	ifrs-full_GrossProfit	      매출총이익	167,459,737,107	348,417,170,615	191,375,903,989	384,296,975,932		
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2024-06-30	반기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용(수익)	15,318,143,624	33,452,148,015	27,625,276,605	60,117,381,535		
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2024-06-30	반기보고서	KRW	ifrs-full_ProfitLoss	      반기순이익	40,644,556,452	66,633,003,814	35,532,525,069	129,286,481,231		
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2024-06-30	반기보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	         비지배지분	0	0	5,608,675,438	9,446,856,814		
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2024-06-30	반기보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	         지배기업소유주지분	40,644,556,452	66,633,003,814	29,923,849,631	119,839,624,417		
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2024-06-30	반기보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세비용차감전순이익(손실)	55,962,700,076	100,085,151,829	63,157,801,674	189,403,862,766		
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2024-06-30	반기보고서	KRW	ifrs-full_Revenue	      수익(매출액)	2,070,221,320,140	3,960,758,925,453	1,970,578,742,239	3,820,647,638,752	3,820,648,000,000	
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2024-06-30	반기보고서	KRW	ifrs-full_ShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod	      지분법 적용대상인 관계기업과 공동기업의 당기순손익에 대한 지분	-3,059,589,616	-22,426,857,211	3,318,089,964	1,152,111,246		
손익계산서, 기능별 분류 - 연결	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2024-06-30	반기보고서	KRW	dart_OperatingIncomeLoss	      영업이익(손실)	93,887,100,849	211,730,441,724	-33,814,460,076	-15,373,540,417		
손익계산서, 기능별 분류 - 연결	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2024-06-30	반기보고서	KRW	dart_OtherGains	      기타수익	23,914,396,732	46,956,734,387	2,009,809,888	31,137,999,328		
손익계산서, 기능별 분류 - 연결	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2024-06-30	반기보고서	KRW	dart_OtherLosses	      기타비용	20,831,049,738	51,604,420,830	796,998,826	24,718,084,996		
손익계산서, 기능별 분류 - 연결	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2024-06-30	반기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	      판매비및관리비	214,335,679,947	405,597,731,337	197,521,552,013	390,869,009,098		
손익계산서, 기능별 분류 - 연결	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2024-06-30	반기보고서	KRW	entity01524817_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociatesOfIncomeStatementAbstract	      지분법평가손익	-16,303,491,341	-41,603,267,155	-52,659,851,488	-80,853,987,659		
손익계산서, 기능별 분류 - 연결	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2024-06-30	반기보고서	KRW	ifrs-full_CostOfSales	      매출원가	1,008,357,494,233	1,929,001,933,993	902,672,865,944	1,810,043,012,746		
손익계산서, 기능별 분류 - 연결	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2024-06-30	반기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         보통주 기본 및 희석 주당이익(손실)	-2,778	-4,469	-13,717	-21,991		
손익계산서, 기능별 분류 - 연결	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2024-06-30	반기보고서	KRW	ifrs-full_FinanceCosts	      금융비용	131,920,602,296	244,879,832,569	88,409,127,360	183,648,449,733		
손익계산서, 기능별 분류 - 연결	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2024-06-30	반기보고서	KRW	ifrs-full_FinanceIncome	      금융수익	27,528,816,608	53,016,996,209	24,673,606,459	39,705,718,382		
손익계산서, 기능별 분류 - 연결	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2024-06-30	반기보고서	KRW	ifrs-full_GrossProfit	      매출총이익	308,222,780,796	617,328,173,061	163,707,091,937	375,495,468,681		
손익계산서, 기능별 분류 - 연결	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2024-06-30	반기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용(수익)	-441,611,808	12,181,940,150	-24,469,891,942	-35,865,924,507		
손익계산서, 기능별 분류 - 연결	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2024-06-30	반기보고서	KRW	ifrs-full_ProfitLoss	      반기순이익(손실)	-23,283,217,378	-38,565,288,384	-124,527,129,461	-197,884,420,588		
손익계산서, 기능별 분류 - 연결	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2024-06-30	반기보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	         비지배지분	2,080,026,985	2,240,345,655	727,098,278	2,915,515,749		
손익계산서, 기능별 분류 - 연결	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2024-06-30	반기보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	         지배기업 소유주지분	-25,363,244,363	-40,805,634,039	-125,254,227,739	-200,799,936,337		
손익계산서, 기능별 분류 - 연결	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2024-06-30	반기보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세비용차감전순이익(손실)	-23,724,829,186	-26,383,348,234	-148,997,021,403	-233,750,345,095		
손익계산서, 기능별 분류 - 연결	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2024-06-30	반기보고서	KRW	ifrs-full_Revenue	      매출액	1,316,580,275,029	2,546,330,107,054	1,066,379,957,881	2,185,538,481,427		
손익계산서, 기능별 분류 - 연결	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2024-06-30	반기보고서	KRW	dart_OperatingIncomeLoss	      영업이익(손실)	5,142,182,082	10,259,426,504	6,357,077,346	12,552,415,409		
