재무제표종류	종목코드	회사명	시장구분	업종	업종명	결산월	결산기준일	보고서종류	통화	항목코드	항목명	당기 3분기 3개월 	당기 3분기 누적 	전기 3분기 3개월 	전기 3분기 누적 	전기	전전기
손익계산서, 기능별 분류 - 연결	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2024-09-30	3분기보고서	KRW	dart_OperatingIncomeLoss	      영업이익(손실)	674,847,742,000	1,917,353,678,000	637,467,872,000	1,465,702,296,000		
손익계산서, 기능별 분류 - 연결	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2024-09-30	3분기보고서	KRW	dart_OtherGains	      기타영업외수익	47,943,667,000	158,039,050,000	223,732,291,000	342,593,542,000		
손익계산서, 기능별 분류 - 연결	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2024-09-30	3분기보고서	KRW	dart_OtherLosses	      기타영업외비용	515,731,772,000	705,105,688,000	135,125,503,000	382,804,755,000		
손익계산서, 기능별 분류 - 연결	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2024-09-30	3분기보고서	KRW	ifrs-full_CostOfSales	      매출원가	7,670,416,052,000	22,590,310,317,000	7,575,023,350,000	22,184,642,968,000		
손익계산서, 기능별 분류 - 연결	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2024-09-30	3분기보고서	KRW	dart_BasicEarningsLossPerSharePreferredStock	         우선주 주당순이익	-4,970	2,812	4,106	4,822		
손익계산서, 기능별 분류 - 연결	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2024-09-30	3분기보고서	KRW	dart_DilutedEarningsLossPerSharePreferredStock	         우선주 희석주당순이익	-4,970	2,812	4,106	4,822		
손익계산서, 기능별 분류 - 연결	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2024-09-30	3분기보고서	KRW	entity00148540_BasicEarningsLossPerShareNewPreferredStockOfEarningsPerShareAbstract	         신형우선주 주당순이익	-4,983	2,775	4,094	4,785		
손익계산서, 기능별 분류 - 연결	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2024-09-30	3분기보고서	KRW	entity00148540_DilutedEarningsLossPerShareNewPreferredStockOfEarningsPerShareAbstract	         신형우선주 희석주당순이익	-4,983	2,775	4,094	4,785		
손익계산서, 기능별 분류 - 연결	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2024-09-30	3분기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         보통주 주당순이익	-4,983	2,775	4,094	4,785		
손익계산서, 기능별 분류 - 연결	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2024-09-30	3분기보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	         보통주 희석주당순이익	-4,983	2,775	4,094	4,785		
손익계산서, 기능별 분류 - 연결	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2024-09-30	3분기보고서	KRW	ifrs-full_FinanceCosts	      금융비용	244,879,998,000	1,157,570,504,000	336,889,652,000	1,134,031,576,000		
손익계산서, 기능별 분류 - 연결	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2024-09-30	3분기보고서	KRW	ifrs-full_FinanceIncome	      금융수익	72,056,392,000	518,385,418,000	122,499,655,000	512,146,987,000		
손익계산서, 기능별 분류 - 연결	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2024-09-30	3분기보고서	KRW	ifrs-full_GrossProfit	      매출총이익	3,174,735,385,000	9,373,617,819,000	3,044,003,851,000	8,502,156,800,000		
손익계산서, 기능별 분류 - 연결	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2024-09-30	3분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용	332,517,925,000	619,687,608,000	150,656,933,000	389,055,664,000		
손익계산서, 기능별 분류 - 연결	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2024-09-30	3분기보고서	KRW	ifrs-full_ProfitLoss	      분기순이익	-295,199,439,000	164,149,863,000	356,856,024,000	403,394,594,000		
손익계산서, 기능별 분류 - 연결	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2024-09-30	3분기보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	         비지배지분	-128,146,241,000	71,026,024,000	219,542,947,000	242,873,051,000		
손익계산서, 기능별 분류 - 연결	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2024-09-30	3분기보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	         지배기업의 소유주	-167,053,198,000	93,123,839,000	137,313,077,000	160,521,543,000		
손익계산서, 기능별 분류 - 연결	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2024-09-30	3분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세비용차감전순이익	37,318,486,000	783,837,471,000	507,512,957,000	792,450,258,000		
손익계산서, 기능별 분류 - 연결	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2024-09-30	3분기보고서	KRW	ifrs-full_Revenue	      매출액	10,845,151,437,000	31,963,928,136,000	10,619,027,201,000	30,686,799,768,000		
손익계산서, 기능별 분류 - 연결	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2024-09-30	3분기보고서	KRW	ifrs-full_SellingGeneralAndAdministrativeExpense	      판매비와관리비	2,499,887,643,000	7,456,264,141,000	2,406,535,979,000	7,036,454,504,000		
손익계산서, 기능별 분류 - 연결	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2024-09-30	3분기보고서	KRW	ifrs-full_ShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod	      공동기업 및 관계기업투자주식에  대한 지분법손익	3,082,455,000	52,735,517,000	-4,171,706,000	-11,156,236,000		
손익계산서, 기능별 분류 - 연결	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2024-09-30	3분기보고서	KRW	dart_OperatingIncomeLoss	      영업이익(손실)	141,611,194,932	376,337,083,394	124,793,052,129	336,222,063,218		
손익계산서, 기능별 분류 - 연결	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2024-09-30	3분기보고서	KRW	dart_OtherGains	      기타이익	2,880,235,012	14,628,900,646	2,654,923,220	8,111,729,786		
손익계산서, 기능별 분류 - 연결	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2024-09-30	3분기보고서	KRW	dart_OtherLosses	      기타손실	21,033,173,534	40,181,335,066	6,251,915,258	33,320,365,966		
손익계산서, 기능별 분류 - 연결	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2024-09-30	3분기보고서	KRW	ifrs-full_CostOfSales	      매출원가	2,627,486,266,972	7,924,529,108,189	2,602,624,886,240	7,735,590,010,665		
손익계산서, 기능별 분류 - 연결	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2024-09-30	3분기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         지배기업 소유주 기본주당이익	2,672	7,551	2,385	6,867		
손익계산서, 기능별 분류 - 연결	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2024-09-30	3분기보고서	KRW	ifrs-full_FinanceCosts	      금융원가	55,259,344,150	156,194,226,411	56,531,627,787	170,620,849,408		
손익계산서, 기능별 분류 - 연결	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2024-09-30	3분기보고서	KRW	ifrs-full_FinanceIncome	      금융수익	16,035,583,634	45,715,037,576	20,454,255,041	73,866,282,554		
손익계산서, 기능별 분류 - 연결	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2024-09-30	3분기보고서	KRW	ifrs-full_GrossProfit	      매출총이익	348,327,240,798	1,031,892,374,114	334,446,238,841	971,733,189,819		
손익계산서, 기능별 분류 - 연결	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2024-09-30	3분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용	23,879,278,454	67,307,359,320	24,628,491,316	59,174,147,441		
손익계산서, 기능별 분류 - 연결	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2024-09-30	3분기보고서	KRW	ifrs-full_ProfitLoss	      분기순이익	59,965,743,742	176,707,003,532	57,698,046,982	166,233,225,223		
손익계산서, 기능별 분류 - 연결	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2024-09-30	3분기보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	         비지배지분	5,141,540,463	20,234,439,601	5,572,785,040	15,610,283,836		
손익계산서, 기능별 분류 - 연결	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2024-09-30	3분기보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	         지배기업 소유주 귀속 당기순이익	54,824,203,279	156,472,563,931	52,125,261,942	150,622,941,387		
손익계산서, 기능별 분류 - 연결	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2024-09-30	3분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세비용차감전순이익	83,845,022,196	244,014,362,852	82,326,538,298	225,407,372,664		
손익계산서, 기능별 분류 - 연결	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2024-09-30	3분기보고서	KRW	ifrs-full_Revenue	      매출액	2,975,813,507,770	8,956,421,482,303	2,937,071,125,081	8,707,323,200,484		
손익계산서, 기능별 분류 - 연결	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2024-09-30	3분기보고서	KRW	ifrs-full_SellingGeneralAndAdministrativeExpense	      판매비와관리비	206,716,045,866	655,555,290,720	209,653,186,712	635,511,126,601		
손익계산서, 기능별 분류 - 연결	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2024-09-30	3분기보고서	KRW	ifrs-full_ShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod	      지분법이익(손실)	-389,473,698	3,708,902,713	-2,792,149,047	11,148,512,480		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2024-09-30	3분기보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	         비지배지분	-120,043,738	-120,043,738				
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2024-09-30	3분기보고서	KRW	dart_LossesOfAssociatesAndJointVenturesAccountedForUsingEquityMethod	      지분법손실	0	0	-76,568,771	4,550,600,247		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2024-09-30	3분기보고서	KRW	dart_OperatingIncomeLoss	      영업이익	47,051,581,514	155,545,463,956	51,335,803,626	220,530,761,660		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2024-09-30	3분기보고서	KRW	dart_OtherGains	      기타영업외수익	30,473,684,668	53,618,398,226	12,173,824,507	34,678,228,368		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2024-09-30	3분기보고서	KRW	dart_OtherLosses	      기타영업외비용	5,857,695,988	15,067,285,953	5,172,434,922	16,612,751,841		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2024-09-30	3분기보고서	KRW	dart_ProfitsOfAssociatesAndJointVenturesAccountedForUsingEquityMethod	      지분법이익	-5,841,600	5,790,171	-10,611,323	16,496,019		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2024-09-30	3분기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	      판매비와관리비	51,937,993,583	143,872,817,648	42,656,532,101	125,067,171,127		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2024-09-30	3분기보고서	KRW	ifrs-full_CostOfSales	      매출원가	188,803,542,861	548,260,741,208	176,937,597,170	521,153,514,295		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2024-09-30	3분기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         보통주기본주당이익	1,714	4,301	1,287	4,873		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2024-09-30	3분기보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	         보통주희석주당이익	1,714	4,301	1,287	4,873		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2024-09-30	3분기보고서	KRW	ifrs-full_FinanceCosts	      금융비용	4,709,351,875	8,925,304,515	1,444,467,583	7,134,873,262		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2024-09-30	3분기보고서	KRW	ifrs-full_FinanceIncome	      금융수익	10,094,862,845	35,994,480,410	8,072,360,233	33,832,924,858		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2024-09-30	3분기보고서	KRW	ifrs-full_GrossProfit	      매출총이익	98,989,575,097	299,418,281,604	93,992,335,727	345,597,932,787		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2024-09-30	3분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용	6,061,508,306	42,173,519,779	11,267,643,172	53,604,843,763		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2024-09-30	3분기보고서	KRW	ifrs-full_ProfitLoss	      당기순이익	70,985,731,258	178,998,022,516	53,763,400,137	207,155,341,792		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2024-09-30	3분기보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	         지배기업의 소유주지분	71,105,774,996	179,118,066,254	53,763,400,137	207,155,341,792		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2024-09-30	3분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세차감전순이익	77,047,239,564	221,171,542,295	65,031,043,309	260,760,185,555		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2024-09-30	3분기보고서	KRW	ifrs-full_Revenue	      매출액	287,793,117,958	847,679,022,812	270,929,932,897	866,751,447,082		
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-09-30	3분기보고서	KRW	dart_NonOperatingExpense	      기타비용		56,282,432,480				
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-09-30	3분기보고서	KRW	dart_NonOperatingIncome	      기타수익		57,517,591,477				
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-09-30	3분기보고서	KRW	dart_OperatingIncomeLoss	      영업이익(손실)		436,547,981,959				
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-09-30	3분기보고서	KRW	ifrs-full_CostOfSales	      매출원가		3,233,483,688,932				
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-09-30	3분기보고서	KRW	dart_BasicEarningsLossPerSharePreferredStock	         우선주 기본 및 희석주당이익(손실)		1,553				
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-09-30	3분기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         보통주 기본 및 희석주당이익(손실)		1,516				
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-09-30	3분기보고서	KRW	ifrs-full_FinanceCosts	      금융비용		364,525,805,364				
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-09-30	3분기보고서	KRW	ifrs-full_FinanceIncome	      금융수익		70,088,864,366				
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-09-30	3분기보고서	KRW	ifrs-full_GrossProfit	      매출총이익		1,085,060,765,260				
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-09-30	3분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용(수익)		32,298,261,224				
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-09-30	3분기보고서	KRW	ifrs-full_ProfitLoss	      분기순이익(손실)		63,453,183,516				
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-09-30	3분기보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	         비지배지분		29,110,562,186				
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-09-30	3분기보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	         지배기업소유주지분		34,342,621,330				
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-09-30	3분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세비용차감전순이익(손실)		95,751,444,740				
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-09-30	3분기보고서	KRW	ifrs-full_Revenue	      매출액		4,318,544,454,192				
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-09-30	3분기보고서	KRW	ifrs-full_SellingGeneralAndAdministrativeExpense	      판매비및관리비		648,512,783,301				
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2024-09-30	3분기보고서	KRW	ifrs-full_ShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod	      지분법투자손익		-47,594,755,218				
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2024-09-30	3분기보고서	KRW	dart_NonOperatingExpense	      기타비용	66,089,745,317	168,187,382,662	10,421,748,446	103,315,786,044		
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2024-09-30	3분기보고서	KRW	dart_NonOperatingIncome	      기타수익	26,640,030,775	92,057,358,388	1,186,742,988	62,048,815,594		
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2024-09-30	3분기보고서	KRW	dart_OperatingIncomeLoss	      영업이익(손실)	83,343,429,742	176,804,927,229	80,399,188,247	242,431,555,791		
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2024-09-30	3분기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	      판매비와관리비	126,601,355,044	381,557,028,172	96,262,495,828	318,527,104,216		
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2024-09-30	3분기보고서	KRW	ifrs-full_CostOfSales	      매출원가	1,708,923,963,622	5,321,265,718,460	1,660,759,502,789	5,097,110,165,609		
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2024-09-30	3분기보고서	KRW	dart_BasicEarningsLossPerSharePreferredStock	         우선주 기본 및 희석주당이익(손실)	1,172	2,918	949	2,694		
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2024-09-30	3분기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         보통주 기본 및 희석주당이익(손실)	1,055	2,632	1,613	4,579		
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2024-09-30	3분기보고서	KRW	ifrs-full_FinanceCosts	      금융원가	34,352,205,629	66,575,462,066	21,908,303,904	52,662,926,574		
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2024-09-30	3분기보고서	KRW	ifrs-full_FinanceIncome	      금융수익	33,417,692,471	131,371,770,193	41,877,906,920	130,883,878,558		
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2024-09-30	3분기보고서	KRW	ifrs-full_GrossProfit	      매출총이익	209,944,784,786	558,361,955,401	176,661,684,075	560,958,660,007		
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2024-09-30	3분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용(수익)	12,013,574,485	45,465,722,500	12,942,552,548	73,059,934,083		
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2024-09-30	3분기보고서	KRW	ifrs-full_ProfitLoss	      분기순이익	45,278,071,110	111,911,074,924	67,062,607,950	196,349,089,181		
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2024-09-30	3분기보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	         비지배지분	0	0	2,566,742,631	12,013,599,445		
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2024-09-30	3분기보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	         지배기업소유주지분	45,278,071,110	111,911,074,924	64,495,865,319	184,335,489,736		
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2024-09-30	3분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세비용차감전순이익(손실)	57,291,645,595	157,376,797,424	80,005,160,498	269,409,023,264		
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2024-09-30	3분기보고서	KRW	ifrs-full_Revenue	      매출액	1,918,868,748,408	5,879,627,673,861	1,837,421,186,864	5,658,068,825,616	5,658,069,000,000	
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2024-09-30	3분기보고서	KRW	ifrs-full_ShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod	      지분법 적용대상인 관계기업과 공동기업의 당기순손익에 대한 지분	14,332,443,553	-8,094,413,658	-11,128,625,307	-9,976,514,061		
손익계산서, 기능별 분류 - 연결	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2024-09-30	3분기보고서	KRW	dart_OperatingIncomeLoss	      영업이익(손실)	47,662,176,092	259,392,617,816	-37,122,326,962	-52,495,867,379		
손익계산서, 기능별 분류 - 연결	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2024-09-30	3분기보고서	KRW	dart_OtherGains	      기타수익	8,339,845,591	55,296,579,978	50,903,978,084	82,041,977,412		
손익계산서, 기능별 분류 - 연결	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2024-09-30	3분기보고서	KRW	dart_OtherLosses	      기타비용	2,913,453,788	54,517,874,618	32,230,463,897	56,948,548,893		
손익계산서, 기능별 분류 - 연결	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2024-09-30	3분기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	      판매비및관리비	207,645,155,019	613,242,886,356	178,162,591,806	569,031,600,904		
손익계산서, 기능별 분류 - 연결	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2024-09-30	3분기보고서	KRW	entity01524817_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociatesOfIncomeStatementAbstract	      지분법평가손익	-26,979,318,688	-68,582,585,843	-11,498,989,737	-92,352,977,396		
손익계산서, 기능별 분류 - 연결	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2024-09-30	3분기보고서	KRW	ifrs-full_CostOfSales	      매출원가	976,526,780,496	2,905,528,714,489	959,450,924,689	2,769,493,937,435		
손익계산서, 기능별 분류 - 연결	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2024-09-30	3분기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         보통주 기본 및 희석 주당이익(손실)	-4,834	-9,303	-11,328	-33,319		
손익계산서, 기능별 분류 - 연결	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2024-09-30	3분기보고서	KRW	ifrs-full_FinanceCosts	      금융비용	56,060,485,820	300,940,318,389	118,163,438,162	301,811,887,895		
손익계산서, 기능별 분류 - 연결	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2024-09-30	3분기보고서	KRW	ifrs-full_FinanceIncome	      금융수익	-7,206,750,542	45,810,245,667	20,394,092,143	60,099,810,525		
손익계산서, 기능별 분류 - 연결	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2024-09-30	3분기보고서	KRW	ifrs-full_GrossProfit	      매출총이익	255,307,331,111	872,635,504,172	141,040,264,844	516,535,733,525		
손익계산서, 기능별 분류 - 연결	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2024-09-30	3분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용(수익)	7,265,284,863	19,447,225,013	-26,695,498,487	-62,561,422,994		
손익계산서, 기능별 분류 - 연결	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2024-09-30	3분기보고서	KRW	ifrs-full_ProfitLoss	      분기순이익(손실)	-44,423,272,018	-82,988,560,402	-101,021,650,044	-298,906,070,632		
손익계산서, 기능별 분류 - 연결	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2024-09-30	3분기보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	         비지배지분	-286,535,066	1,953,810,589	2,411,944,019	5,327,459,768		
손익계산서, 기능별 분류 - 연결	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2024-09-30	3분기보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	         지배기업 소유주지분	-44,136,736,952	-84,942,370,991	-103,433,594,063	-304,233,530,400		
손익계산서, 기능별 분류 - 연결	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2024-09-30	3분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세비용차감전순이익(손실)	-37,157,987,155	-63,541,335,389	-127,717,148,531	-361,467,493,626		
손익계산서, 기능별 분류 - 연결	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2024-09-30	3분기보고서	KRW	ifrs-full_Revenue	      매출액	1,231,834,111,607	3,778,164,218,661	1,100,491,189,533	3,286,029,670,960		
손익계산서, 기능별 분류 - 연결	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2024-09-30	3분기보고서	KRW	dart_OperatingIncomeLoss	      영업이익(손실)	1,589,546,105	11,848,972,609	6,714,000,070	19,266,415,479		
